tconst	averageRating	numVotes
tt0039472	6.0	378
tt0039473	6.9	101
tt0039474	6.8	142
tt0039475	6.7	251
tt0039476	7.2	174
tt0039477	6.7	1349
tt0039478	6.8	1334
tt0039479	6.2	512
tt0039480	4.2	16
tt0039481	6.1	13
tt0039482	7.0	2329
tt0039483	6.8	163
tt0039484	6.6	208
tt0039485	6.5	575
tt0039486	6.3	467
tt0039487	6.3	45
tt0039488	6.6	5
tt0039489	6.1	8
tt0039490	7.4	271
tt0039492	6.6	608
tt0039493	6.4	91
tt0039495	6.6	130
tt0039496	5.6	125
tt0039497	7.8	982
tt0039498	6.3	71
tt0039500	6.6	620
tt0039501	6.5	737
tt0039502	7.7	3323
tt0039503	6.0	196
tt0039504	7.1	740
tt0039505	6.5	50
tt0039506	5.7	25
tt0039507	6.8	10
tt0039508	4.6	17
tt0039509	6.5	282
tt0039510	5.1	29
tt0039511	6.8	125
tt0039512	7.1	197
tt0039513	6.6	9
tt0039514	7.2	12
tt0039515	6.8	1493
tt0039516	6.9	252
tt0039517	6.4	17
tt0039519	7.6	10
tt0039520	7.7	24
tt0039521	5.8	66
tt0039522	6.9	16
tt0039523	5.9	32
tt0039525	5.4	180
tt0039526	5.8	20
tt0039528	6.7	25
tt0039529	5.9	87
tt0039530	5.5	104
tt0039531	6.5	344
tt0039532	6.6	31
tt0039533	6.3	39
tt0039535	7.5	1532
tt0039536	7.4	7062
tt0039537	4.4	5
tt0039539	7.4	334
tt0039541	4.0	44
tt0039542	4.4	62
tt0039543	6.2	125
tt0039544	6.7	28
tt0039545	6.6	4916
tt0039546	5.0	10
tt0039548	6.8	11
tt0039549	6.2	192
tt0039550	7.0	253
tt0039551	7.1	18
tt0039552	5.0	7
tt0039553	6.6	63
tt0039554	5.6	104
tt0039555	5.2	11
tt0039556	7.0	730
tt0039557	7.0	8
tt0039558	6.6	38
tt0039559	6.5	93
tt0039562	4.6	9
tt0039563	7.7	1036
tt0039564	6.0	13
tt0039566	7.2	4570
tt0039567	6.2	49
tt0039568	5.9	125
tt0039569	6.6	8
tt0039570	6.3	15
tt0039571	7.0	10
tt0039572	6.7	155
tt0039573	5.5	33
tt0039574	6.2	347
tt0039577	5.6	23
tt0039578	6.1	17
tt0039579	6.0	187
tt0039580	6.4	41
tt0039581	6.6	1399
tt0039582	5.7	136
tt0039583	6.9	923
tt0039584	7.7	12
tt0039585	6.3	95
tt0039586	5.9	199
tt0039587	6.8	136
tt0039589	7.0	2965
tt0039591	6.5	763
tt0039592	5.0	12
tt0039594	6.0	172
tt0039595	6.5	1426
tt0039596	6.3	223
tt0039597	6.5	71
tt0039598	4.7	31
tt0039600	6.0	155
tt0039601	6.5	41
tt0039603	6.6	16
tt0039605	6.3	7
tt0039607	6.9	114
tt0039608	5.0	22
tt0039609	6.3	32
tt0039610	5.7	16
tt0039611	6.3	72
tt0039612	7.0	34
tt0039615	7.1	732
tt0039616	5.8	61
tt0039617	7.4	8
tt0039619	6.4	379
tt0039620	7.3	150
tt0039621	7.2	8
tt0039622	5.8	25
tt0039623	6.5	456
tt0039625	6.1	216
tt0039626	7.4	10
tt0039627	6.8	365
tt0039628	7.9	39094
tt0039629	6.7	101
tt0039631	7.9	15454
tt0039632	7.0	693
tt0039634	6.6	558
tt0039635	6.8	499
tt0039636	6.5	963
tt0039637	7.9	964
tt0039638	5.2	9
tt0039640	6.4	10
tt0039642	7.7	27
tt0039644	4.9	7
tt0039645	6.8	2962
tt0039647	6.4	344
tt0039648	7.0	98
tt0039649	5.9	118
tt0039650	6.3	108
tt0039651	7.8	1685
tt0039652	5.2	26
tt0039653	6.0	13
tt0039654	7.8	73
tt0039655	6.7	430
tt0039656	6.4	252
tt0039657	6.9	656
tt0039658	5.3	97
tt0039659	6.4	419
tt0039660	5.8	330
tt0039661	7.8	7061
tt0039662	7.1	43
tt0039665	6.1	7
tt0039666	7.2	1430
tt0039667	6.4	96
tt0039668	7.9	939
tt0039670	6.7	9
tt0039671	6.9	89
tt0039672	5.3	127
tt0039674	5.3	7
tt0039676	7.1	1032
tt0039677	7.7	8766
tt0039678	6.4	139
tt0039679	5.8	65
tt0039681	6.6	126
tt0039682	6.8	343
tt0039683	6.9	26
tt0039686	6.2	624
tt0039687	7.8	340
tt0039688	6.5	194
tt0039689	8.0	31768
tt0039690	7.0	6
tt0039691	6.7	72
tt0039693	5.0	48
tt0039694	6.6	9841
tt0039695	7.8	913
tt0039696	6.1	35
tt0039698	6.5	1017
tt0039699	7.0	58
tt0039700	7.5	694
tt0039701	5.9	114
tt0039702	6.0	108
tt0039703	6.1	64
tt0039705	6.4	58
tt0039706	4.8	37
tt0039707	6.3	15
tt0039708	6.6	96
tt0039709	6.2	81
tt0039710	6.2	35
tt0039711	6.8	353
tt0039712	6.6	224
tt0039716	6.7	231
tt0039717	7.3	23
tt0039718	7.2	9
tt0039724	6.4	5
tt0039725	7.2	4434
tt0039726	6.2	325
tt0039727	6.2	12
tt0039728	6.0	19
tt0039729	5.9	24
tt0039730	6.6	297
tt0039731	6.2	38
tt0039732	6.4	25
tt0039733	6.3	7
tt0039735	6.7	628
tt0039737	7.2	2774
tt0039739	7.8	4979
tt0039741	5.5	40
tt0039742	6.5	34
tt0039743	3.6	646
tt0039745	6.5	125
tt0039747	7.6	920
tt0039748	6.7	1386
tt0039749	5.5	20
tt0039750	6.7	1313
tt0039751	6.2	63
tt0039752	7.4	21
tt0039756	6.6	259
tt0039757	6.8	3290
tt0039758	5.9	78
tt0039759	5.9	98
tt0039760	6.3	28
tt0039761	6.9	773
tt0039762	6.6	406
tt0039763	6.0	96
tt0039764	6.4	97
tt0039766	5.0	6
tt0039768	7.3	2566
tt0039769	6.3	13
tt0039771	6.1	43
tt0039772	6.7	490
tt0039774	5.8	8
tt0039776	7.0	3060
tt0039777	7.0	20
tt0039779	6.5	44
tt0039780	6.2	105
tt0039781	6.1	15
tt0039782	6.0	44
tt0039783	6.8	471
tt0039784	6.6	174
tt0039785	8.2	13
tt0039786	5.7	7
tt0039787	6.5	145
tt0039789	6.2	13
tt0039790	6.3	60
tt0039791	6.8	37
tt0039792	6.6	114
tt0039793	7.0	171
tt0039795	6.7	47
tt0039796	7.8	918
tt0039797	6.7	369
tt0039799	7.5	15
tt0039800	4.0	1372
tt0039801	6.6	238
tt0039802	6.5	20
tt0039805	7.7	53
tt0039806	6.3	1870
tt0039807	6.5	23
tt0039808	7.0	5556
tt0039810	6.6	121
tt0039811	6.6	490
tt0039812	5.8	70
tt0039813	5.8	15
tt0039814	7.0	20
tt0039815	6.0	280
tt0039816	5.8	129
tt0039817	6.8	52
tt0039819	6.5	377
tt0039820	5.6	472
tt0039821	6.8	153
tt0039822	7.6	4203
tt0039823	7.2	427
tt0039824	5.9	63
tt0039825	6.5	1420
tt0039826	6.2	1801
tt0039828	7.3	828
tt0039829	6.5	450
tt0039831	3.1	7
tt0039833	6.9	91
tt0039834	6.5	1369
tt0039835	7.2	448
tt0039836	5.3	88
tt0039837	7.2	95
tt0039838	7.1	457
tt0039839	7.7	968
tt0039840	6.4	1237
tt0039841	6.2	10
tt0039842	6.9	401
tt0039843	6.5	171
tt0039844	6.6	88
tt0039845	6.4	125
tt0039846	7.0	170
tt0039847	6.6	379
tt0039848	6.1	102
tt0039849	6.8	97
tt0039850	6.7	908
tt0039851	5.0	8
tt0039852	6.6	171
tt0039853	7.1	4356
tt0039855	6.4	18
tt0039856	7.4	29
tt0039858	6.7	33
tt0039859	6.2	44
tt0039861	6.7	141
tt0039862	5.9	17
tt0039863	6.3	84
tt0039865	5.9	215
tt0039866	6.7	15
tt0039868	5.3	9
tt0039870	7.1	293
tt0039871	7.2	2645
tt0039873	6.6	191
tt0039874	4.7	34
tt0039875	5.4	29
tt0039876	6.1	7
tt0039877	7.2	8
tt0039878	7.3	30
tt0039880	6.0	29
tt0039881	7.0	3075
tt0039882	7.1	34
tt0039883	7.0	294
tt0039884	6.4	11
tt0039885	5.4	10
tt0039886	6.6	31
tt0039887	6.3	1967
tt0039889	7.5	55
tt0039890	6.8	23
tt0039891	6.4	41
tt0039892	6.3	602
tt0039893	6.5	174
tt0039894	6.5	6
tt0039895	7.2	1280
tt0039896	7.1	1879
tt0039897	4.5	146
tt0039898	5.9	321
tt0039899	5.7	42
tt0039900	5.2	5
tt0039901	6.1	103
tt0039902	7.6	36
tt0039903	6.7	53
tt0039905	6.8	22
tt0039906	6.2	40
tt0039908	6.2	541
tt0039909	6.5	59
tt0039910	5.9	8
tt0039912	6.4	946
tt0039914	6.1	27
tt0039917	6.8	63
tt0039918	6.4	14
tt0039919	7.0	248
tt0039920	5.0	29
tt0039921	6.1	18
tt0039922	4.7	20
tt0039923	7.2	1131
tt0039924	5.9	49
tt0039925	6.8	49
tt0039926	6.9	3468
tt0039927	6.2	1288
tt0039929	6.3	11
tt0039930	6.6	260
tt0039931	7.0	2068
tt0039932	6.8	49
tt0039933	6.2	25
tt0039934	6.6	75
tt0039935	6.5	223
tt0039936	7.0	120
tt0039937	6.8	983
tt0039938	6.6	365
tt0039939	5.4	15
tt0039940	6.4	7
tt0039941	7.2	2370
tt0039942	6.0	32
tt0039943	7.6	15
tt0039945	6.8	5
tt0039946	6.4	7
tt0039947	7.0	686
tt0039948	5.0	36
tt0039949	7.7	823
tt0039950	7.6	11
tt0039951	6.4	328
tt0039954	7.1	401
tt0039957	7.2	72
tt0039958	5.7	38
tt0039959	6.6	36
tt0039960	5.6	168
tt0039961	6.3	9
tt0039962	6.6	7
tt0039963	6.2	12
tt0039964	6.8	8
tt0039965	8.0	5
tt0039966	7.1	164
tt0039967	6.5	14
tt0039969	6.8	587
tt0039970	7.2	68
tt0039971	4.3	10
tt0039972	5.8	20
tt0039973	7.1	760
tt0039974	6.6	23
tt0039975	6.9	242
tt0039976	5.6	29
tt0039978	6.6	18
tt0039979	6.2	61
tt0039980	6.1	7
tt0039981	6.5	109
tt0039982	6.8	326
tt0039983	6.3	15
tt0039984	6.6	121
tt0039985	5.8	38
tt0039986	6.3	276
tt0039987	2.7	390
tt0039988	6.8	81
tt0039989	7.2	22
tt0039990	7.0	336
tt0039991	4.5	6
tt0039992	5.4	7
tt0039993	6.0	73
tt0039994	6.7	112
tt0039995	6.4	16
tt0039997	6.8	58
tt0039998	6.8	1015
tt0039999	6.3	108
tt0040000	6.4	1885
tt0040002	6.7	348
tt0040003	4.5	128
tt0040004	6.8	8
tt0040005	5.1	11
tt0040006	7.7	29
tt0040007	6.9	75
tt0040008	5.7	67
tt0040009	7.4	270
tt0040010	6.7	30
tt0040012	7.1	410
tt0040014	6.0	47
tt0040015	5.5	22
tt0040016	7.2	124
tt0040018	6.6	71
tt0040019	7.3	1974
tt0040020	7.2	92
tt0040021	7.2	57
tt0040028	6.5	13
tt0040030	5.0	6
tt0040033	5.8	6
tt0040034	7.0	118
tt0040036	8.4	24
tt0040041	7.7	99
tt0040042	7.8	24
tt0040045	5.1	14
tt0040048	7.6	73
tt0040049	8.1	75
tt0040051	7.8	199
tt0040053	7.8	1090
tt0040063	6.1	91
tt0040064	7.1	8125
tt0040065	5.8	5
tt0040066	7.3	337
tt0040067	7.5	343
tt0040068	7.4	14243
tt0040069	6.9	7
tt0040071	6.8	737
tt0040072	7.0	552
tt0040074	6.3	46
tt0040075	6.4	42
tt0040076	7.0	2735
tt0040077	6.9	121
tt0040078	5.3	80
tt0040079	7.8	39
tt0040080	6.5	480
tt0040081	5.9	37
tt0040082	6.6	597
tt0040083	4.8	5
tt0040085	6.3	78
tt0040086	7.1	19
tt0040087	7.4	1592
tt0040088	7.2	72
tt0040089	5.9	188
tt0040090	6.6	231
tt0040091	8.2	37
tt0040092	7.0	1350
tt0040093	7.1	12
tt0040094	6.5	84
tt0040095	5.9	82
tt0040096	7.2	275
tt0040097	6.2	220
tt0040098	6.7	2390
tt0040099	5.4	5
tt0040100	7.3	131
tt0040101	6.4	192
tt0040102	7.1	438
tt0040103	5.9	89
tt0040104	7.2	880
tt0040105	7.0	60
tt0040106	5.8	135
tt0040107	6.1	276
tt0040109	6.4	1349
tt0040110	8.2	11
tt0040111	6.9	74
tt0040112	6.5	122
tt0040113	6.4	119
tt0040114	6.8	194
tt0040118	5.7	23
tt0040119	5.8	75
tt0040137	6.8	730
tt0040139	5.6	16
tt0040141	6.2	627
tt0040142	5.2	963
tt0040143	7.6	774
tt0040144	5.9	9
tt0040145	7.9	7
tt0040146	5.6	14
tt0040148	6.9	177
tt0040149	4.6	11
tt0040150	6.1	30
tt0040151	6.1	67
tt0040152	6.3	94
tt0040153	6.6	771
tt0040154	5.9	119
tt0040155	6.8	2860
tt0040156	7.1	144
tt0040157	5.7	34
tt0040158	6.6	205
tt0040159	6.5	202
tt0040160	7.7	7573
tt0040161	6.9	34
tt0040162	5.4	51
tt0040163	6.9	457
tt0040164	5.8	14
tt0040166	6.2	273
tt0040167	6.3	338
tt0040168	7.3	13
tt0040169	6.2	96
tt0040170	6.3	246
tt0040171	6.4	76
tt0040172	6.4	87
tt0040173	6.7	124
tt0040174	6.8	132
tt0040175	6.9	2135
tt0040176	7.0	63
tt0040177	5.5	8
tt0040178	6.5	844
tt0040180	7.3	21
tt0040181	6.3	319
tt0040182	6.6	98
tt0040183	5.2	229
tt0040185	6.7	2587
tt0040186	5.2	120
tt0040187	6.4	360
tt0040188	3.7	15
tt0040189	5.8	184
tt0040190	8.0	1044
tt0040191	6.8	16
tt0040192	7.9	842
tt0040194	5.2	16
tt0040196	5.7	35
tt0040197	7.4	228
tt0040199	5.9	52
tt0040200	5.8	131
tt0040201	6.4	28
tt0040202	7.4	7802
tt0040204	7.2	84
tt0040207	6.9	7
tt0040208	6.9	26
tt0040210	6.5	328
tt0040212	6.0	21
tt0040213	7.6	39
tt0040214	6.0	410
tt0040215	6.7	73
tt0040217	6.8	278
tt0040218	7.2	702
tt0040221	7.0	3126
tt0040222	7.0	9
tt0040223	7.1	361
tt0040224	6.7	33
tt0040225	6.8	37
tt0040227	6.7	26
tt0040228	5.3	7
tt0040229	6.4	228
tt0040230	7.4	18
tt0040235	6.8	85
tt0040236	7.4	67
tt0040237	6.1	102
tt0040239	5.6	20
tt0040240	6.0	53
tt0040241	7.4	12
tt0040242	7.3	1857
tt0040243	6.6	64
tt0040245	6.7	684
tt0040246	6.6	403
tt0040249	5.9	190
tt0040250	5.7	55
tt0040251	5.7	72
tt0040253	5.5	46
tt0040254	5.0	179
tt0040255	7.9	379
tt0040256	4.9	7
tt0040257	7.2	2295
tt0040259	5.8	30
tt0040260	6.5	339
tt0040261	7.7	334
tt0040262	7.6	629
tt0040264	5.3	9
tt0040265	7.0	7
tt0040266	6.1	56
tt0040267	5.7	152
tt0040268	5.4	118
tt0040269	5.8	16
tt0040270	6.3	1159
tt0040271	6.6	1071
tt0040272	5.5	51
tt0040273	6.6	225
tt0040275	7.1	978
tt0040276	7.0	137
tt0040277	7.9	33
tt0040278	8.1	17
tt0040280	5.6	51
tt0040281	6.7	208
tt0040282	6.4	63
tt0040283	5.3	22
tt0040284	5.8	73
tt0040285	6.2	25
tt0040286	7.1	26
tt0040287	5.8	158
tt0040288	7.0	205
tt0040289	4.1	96
tt0040292	7.6	226
tt0040293	5.9	9
tt0040294	4.9	16
tt0040296	6.2	340
tt0040297	6.7	34
tt0040298	7.1	493
tt0040299	7.2	318
tt0040300	7.3	105
tt0040302	5.6	121
tt0040303	7.3	419
tt0040304	6.2	60
tt0040305	6.9	201
tt0040308	7.4	8401
tt0040309	5.9	123
tt0040310	8.4	7
tt0040313	6.3	89
tt0040315	6.7	185
tt0040316	7.5	23
tt0040317	6.1	1433
tt0040320	6.5	6
tt0040321	7.2	871
tt0040322	7.5	71
tt0040324	6.3	9
tt0040325	6.6	281
tt0040327	7.2	63
tt0040328	6.1	184
tt0040330	6.4	271
tt0040331	6.4	2015
tt0040333	6.6	118
tt0040335	7.2	834
tt0040336	6.6	157
tt0040338	7.7	7565
tt0040339	6.9	124
tt0040340	7.6	81
tt0040341	7.9	249
tt0040342	6.4	177
tt0040343	6.8	6
tt0040344	7.7	12
tt0040345	7.6	18
tt0040346	7.0	368
tt0040347	6.5	323
tt0040348	6.8	59
tt0040349	6.2	128
tt0040350	7.5	319
tt0040351	5.2	8
tt0040352	6.4	215
tt0040353	6.2	643
tt0040354	6.2	26
tt0040355	6.7	194
tt0040356	7.7	55
tt0040357	5.8	10
tt0040358	6.2	29
tt0040360	6.0	36
tt0040361	7.7	1371
tt0040362	6.0	52
tt0040363	4.5	12
tt0040364	6.9	172
tt0040365	6.6	156
tt0040366	7.3	5674
tt0040367	7.3	6647
tt0040368	7.1	10
tt0040369	7.5	16077
tt0040370	7.1	727
tt0040372	6.7	7
tt0040374	5.3	9
tt0040376	5.6	31
tt0040378	7.4	77
tt0040379	6.9	510
tt0040380	6.7	327
tt0040381	6.6	78
tt0040382	5.7	33
tt0040383	6.8	88
tt0040385	6.4	102
tt0040386	6.0	31
tt0040387	5.6	23
tt0040388	5.8	68
tt0040390	5.9	101
tt0040392	7.3	9
tt0040393	6.5	102
tt0040394	6.4	466
tt0040395	6.5	613
tt0040396	7.6	36
tt0040397	7.3	1056
tt0040399	6.1	111
tt0040400	6.0	7
tt0040401	5.3	160
tt0040402	6.1	323
tt0040406	5.7	6
tt0040407	6.8	345
tt0040409	6.0	106
tt0040410	7.1	11
tt0040411	6.3	115
tt0040413	6.3	67
tt0040414	5.8	22
tt0040415	6.9	211
tt0040416	7.6	14943
tt0040418	6.6	1993
tt0040419	6.7	17
tt0040421	6.9	240
tt0040422	7.9	1581
tt0040423	7.0	106
tt0040424	5.8	6
tt0040425	6.6	9
tt0040426	6.2	65
tt0040427	7.2	4914
tt0040428	5.3	72
tt0040429	7.8	357
tt0040430	6.2	76
tt0040431	6.2	248
tt0040432	5.6	196
tt0040433	6.1	51
tt0040434	6.2	52
tt0040435	6.3	90
tt0040436	5.0	6
tt0040437	6.4	77
tt0040438	6.7	579
tt0040439	6.7	13
tt0040441	7.2	22
tt0040443	6.6	421
tt0040444	6.8	2261
tt0040446	6.8	812
tt0040447	5.4	78
tt0040448	6.9	199
tt0040449	5.2	42
tt0040450	7.5	465
tt0040451	8.0	325
tt0040452	5.3	120
tt0040454	6.0	18
tt0040455	6.6	436
tt0040456	7.8	8
tt0040457	6.9	372
tt0040458	7.9	4899
tt0040459	7.3	272
tt0040460	6.7	199
tt0040461	6.3	24
tt0040462	7.4	333
tt0040463	7.2	64
tt0040464	6.3	172
tt0040465	6.8	164
tt0040467	6.6	159
tt0040469	7.2	67
tt0040470	6.7	57
tt0040471	6.8	382
tt0040472	6.1	799
tt0040473	6.3	236
tt0040474	6.9	179
tt0040476	6.3	11
tt0040477	6.3	42
tt0040478	6.3	739
tt0040479	4.9	53
tt0040481	7.2	1436
tt0040482	6.2	131
tt0040483	5.5	11
tt0040484	6.8	31
tt0040485	3.4	8
tt0040487	6.2	22
tt0040488	7.9	10
tt0040489	6.4	235
tt0040490	5.5	26
tt0040491	6.4	2762
tt0040492	6.9	14
tt0040493	6.8	20
tt0040494	7.3	701
tt0040495	7.7	4161
tt0040496	7.6	5
tt0040497	7.3	7377
tt0040498	6.9	853
tt0040499	7.0	1587
tt0040500	2.0	621
tt0040501	6.2	709
tt0040502	6.1	30
tt0040503	6.4	55
tt0040504	6.9	542
tt0040505	7.5	1248
tt0040506	7.8	36291
tt0040507	6.2	184
tt0040508	5.7	112
tt0040509	5.4	41
tt0040510	5.7	10
tt0040512	6.8	998
tt0040513	5.2	492
tt0040514	7.5	665
tt0040515	7.8	1061
tt0040516	5.3	12
tt0040518	5.1	30
tt0040520	4.5	30
tt0040521	5.7	6
tt0040522	8.3	141540
tt0040524	6.3	70
tt0040525	7.6	26026
tt0040526	6.1	76
tt0040527	7.5	32
tt0040528	3.4	14
tt0040529	5.6	28
tt0040530	2.2	551
tt0040533	6.8	19
tt0040535	5.4	192
tt0040536	8.0	10760
tt0040537	7.4	67
tt0040538	5.8	5
tt0040539	7.0	8
tt0040540	4.6	51
tt0040541	7.4	384
tt0040543	6.2	102
tt0040544	6.2	134
tt0040546	4.5	15
tt0040547	7.0	17
tt0040548	7.0	338
tt0040549	5.0	7
tt0040550	6.6	1651
tt0040551	6.0	42
tt0040552	6.2	942
tt0040553	6.8	818
tt0040554	7.2	428
tt0040555	6.0	114
tt0040556	6.6	407
tt0040558	7.5	6188
tt0040559	6.7	583
tt0040560	6.5	124
tt0040561	6.6	59
tt0040562	6.5	20
tt0040563	5.0	8
tt0040565	5.6	88
tt0040566	6.7	189
tt0040567	6.3	81
tt0040568	6.6	43
tt0040569	6.9	8
tt0040571	7.0	41
tt0040573	5.9	30
tt0040574	6.7	41
tt0040577	7.2	448
tt0040578	5.9	874
tt0040579	6.1	48
tt0040580	6.4	4746
tt0040582	6.4	1074
tt0040585	6.0	103
tt0040586	7.1	80
tt0040587	5.8	427
tt0040588	7.1	816
tt0040589	5.6	20
tt0040590	6.2	238
tt0040593	6.1	67
tt0040594	6.6	808
tt0040596	6.6	61
tt0040597	6.9	860
tt0040599	6.8	246
tt0040601	7.1	250
tt0040602	6.6	124
tt0040603	5.1	135
tt0040604	6.2	157
tt0040605	6.4	234
tt0040607	7.1	2027
tt0040608	4.8	5
tt0040609	6.9	54
tt0040610	6.2	96
tt0040611	7.8	800
tt0040612	6.3	16
tt0040613	7.3	10012
tt0040614	6.4	1059
tt0040615	6.8	171
tt0040616	5.4	69
tt0040617	6.4	21
tt0040618	6.8	33
tt0040619	6.9	129
tt0040620	7.5	319
tt0040621	7.1	58
tt0040622	6.5	1105
tt0040623	7.1	118
tt0040624	6.3	229
tt0040625	7.4	1046
tt0040626	5.7	901
tt0040627	5.6	81
tt0040628	6.7	93
tt0040629	5.6	36
tt0040630	7.3	6
tt0040631	5.9	281
tt0040633	7.8	6
tt0040634	6.7	149
tt0040636	7.6	11789
tt0040637	6.3	42
tt0040639	7.5	68
tt0040641	6.7	365
tt0040642	6.3	57
tt0040643	7.1	1044
tt0040644	7.0	106
tt0040646	5.8	190
tt0040647	6.0	515
tt0040651	6.3	275
tt0040652	6.8	975
tt0040653	7.3	14
tt0040654	5.7	112
tt0040655	6.2	99
tt0040657	3.9	8
tt0040658	6.6	183
tt0040659	6.9	54
tt0040660	5.2	48
tt0040661	8.0	955
tt0040662	7.8	11027
tt0040663	7.2	20
tt0040664	5.9	563
tt0040665	6.0	743
tt0040666	6.5	205
tt0040667	7.1	66
tt0040668	5.8	210
tt0040669	6.7	1168
tt0040670	6.7	87
tt0040671	6.7	181
tt0040673	5.8	17
tt0040674	7.0	251
tt0040676	6.0	14
tt0040679	6.8	3631
tt0040681	7.7	271
tt0040682	6.9	620
tt0040683	7.1	121
tt0040684	5.6	16
tt0040685	7.1	13
tt0040687	5.8	124
tt0040689	7.4	81
tt0040690	7.0	164
tt0040691	6.2	63
tt0040694	7.0	4285
tt0040695	7.2	2934
tt0040696	5.9	121
tt0040697	6.7	242
tt0040698	6.5	278
tt0040699	7.8	11
tt0040700	6.6	5
tt0040701	5.8	5
tt0040702	5.6	5
tt0040703	6.6	124
tt0040704	6.6	60
tt0040705	7.7	6063
tt0040707	7.0	220
tt0040709	6.0	5
tt0040710	5.5	88
tt0040711	6.8	6
tt0040712	7.7	955
tt0040713	6.7	49
tt0040714	7.0	74
tt0040715	7.2	186
tt0040716	5.3	20
tt0040717	6.4	228
tt0040718	7.8	764
tt0040719	6.5	510
tt0040720	7.0	1828
tt0040722	6.5	91
tt0040723	7.2	4017
tt0040724	7.8	27444
tt0040725	8.1	29910
tt0040726	6.4	278
tt0040728	7.2	26
tt0040730	6.1	170
tt0040731	6.3	7
tt0040732	6.3	661
tt0040733	6.4	337
tt0040736	7.3	175
tt0040737	7.7	3571
tt0040738	6.0	157
tt0040739	4.3	50
tt0040740	7.3	2293
tt0040741	6.2	134
tt0040742	4.2	12
tt0040743	6.6	32
tt0040744	6.6	114
tt0040745	7.0	1870
tt0040746	8.0	125979
tt0040748	7.2	37
tt0040749	8.4	12
tt0040750	6.4	85
tt0040751	6.9	1009
tt0040752	5.2	6
tt0040753	6.5	229
tt0040754	7.0	85
tt0040755	7.3	429
tt0040758	6.6	399
tt0040759	6.7	172
tt0040760	8.0	1537
tt0040761	7.0	1575
tt0040762	6.0	276
tt0040763	7.9	91
tt0040764	6.5	41
tt0040765	7.8	3747
tt0040766	6.8	4300
tt0040767	6.9	262
tt0040768	6.3	14
tt0040769	6.5	46
tt0040772	7.6	18
tt0040773	6.7	276
tt0040774	6.0	5
tt0040775	6.9	25
tt0040777	6.2	5
tt0040778	6.5	225
tt0040779	6.4	267
tt0040780	6.3	73
tt0040781	7.7	360
tt0040782	6.5	109
tt0040783	6.7	22
tt0040784	6.3	12
tt0040785	6.4	489
tt0040786	6.3	19
tt0040787	7.0	112
tt0040788	6.8	184
tt0040789	6.6	1053
tt0040790	5.8	17
tt0040793	7.0	118
tt0040794	5.8	189
tt0040795	7.5	2067
tt0040796	6.7	19
tt0040797	5.9	74
tt0040798	6.8	1444
tt0040799	6.7	367
tt0040800	6.3	6
tt0040801	6.4	153
tt0040802	6.5	242
tt0040803	7.6	13
tt0040804	6.2	156
tt0040805	6.6	266
tt0040806	7.6	6669
tt0040808	5.9	212
tt0040809	6.9	538
tt0040810	6.5	218
tt0040811	6.4	25
tt0040812	6.6	20
tt0040813	6.4	157
tt0040815	6.1	27
tt0040816	6.1	175
tt0040819	5.3	7
tt0040820	6.9	2081
tt0040821	5.9	53
tt0040823	7.4	9457
tt0040824	7.2	407
tt0040825	6.7	469
tt0040826	5.9	35
tt0040827	5.7	36
tt0040829	6.4	1420
tt0040830	7.0	222
tt0040831	7.8	360
tt0040832	6.0	78
tt0040833	4.8	5
tt0040834	7.2	3401
tt0040835	6.6	1004
tt0040837	7.3	115
tt0040838	6.5	72
tt0040839	6.6	17
tt0040840	6.9	112
tt0040841	7.4	25
tt0040842	5.7	85
tt0040843	7.1	2628
tt0040844	3.7	168
tt0040845	7.2	16
tt0040846	6.5	13
tt0040847	7.3	388
tt0040848	5.8	498
tt0040849	6.5	335
tt0040850	6.8	35
tt0040851	6.8	85
tt0040852	7.0	929
tt0040853	4.7	6
tt0040854	5.3	9
tt0040855	5.9	103
tt0040857	4.5	11
tt0040858	7.0	24
tt0040859	7.0	118
tt0040860	5.0	11
tt0040861	6.5	305
tt0040862	5.9	1883
tt0040863	7.3	656
tt0040865	6.7	542
tt0040866	7.8	4268
tt0040867	6.9	19
tt0040868	6.2	282
tt0040869	6.0	635
tt0040870	6.6	760
tt0040871	6.8	235
tt0040872	7.5	6856
tt0040873	6.7	317
tt0040874	5.7	83
tt0040875	6.2	470
tt0040876	7.2	5605
tt0040877	6.6	129
tt0040878	7.3	586
tt0040879	6.4	48
tt0040880	6.9	76
tt0040883	3.7	11
tt0040884	6.3	1096
tt0040886	6.3	81
tt0040887	7.0	628
tt0040888	6.0	83
tt0040889	6.1	60
tt0040891	6.6	326
tt0040892	4.8	25
tt0040893	6.3	22
tt0040894	5.8	26
tt0040895	6.5	40
tt0040896	6.5	260
tt0040897	8.2	111495
tt0040898	8.0	633
tt0040900	7.3	30
tt0040901	6.0	16
tt0040902	6.9	345
tt0040903	5.4	9
tt0040904	6.0	8
tt0040905	6.6	225
tt0040906	6.0	43
tt0040907	8.0	1019
tt0040909	7.0	118
tt0040910	5.9	288
tt0040914	6.4	5
tt0040915	5.9	261
tt0040917	7.3	594
tt0040918	6.7	66
tt0040919	7.6	4497
tt0040920	5.2	524
tt0040921	5.6	55
tt0040925	6.0	184
tt0040926	7.0	329
tt0040927	4.3	7
tt0040928	7.6	504
tt0040929	6.2	11
tt0040930	6.8	353
tt0040931	5.8	24
tt0040932	5.6	50
tt0040934	6.8	838
