tconst	averageRating	numVotes
tt0030667	6.5	179
tt0030668	5.8	216
tt0030669	5.3	34
tt0030671	7.1	75
tt0030673	7.7	6
tt0030674	7.2	28
tt0030675	5.6	235
tt0030676	6.4	10
tt0030678	6.3	52
tt0030679	6.2	301
tt0030680	6.8	37
tt0030681	7.0	20
tt0030682	6.2	73
tt0030685	5.5	18
tt0030686	6.4	43
tt0030688	6.0	40
tt0030689	4.8	101
tt0030690	5.6	8
tt0030691	8.1	45
tt0030692	7.3	52
tt0030694	6.6	91
tt0030696	6.7	4682
tt0030697	5.6	11
tt0030698	3.8	16
tt0030700	6.0	10
tt0030702	7.9	29
tt0030703	6.8	9
tt0030704	5.0	58
tt0030705	6.3	7
tt0030706	6.1	123
tt0030707	6.5	8
tt0030708	6.8	147
tt0030709	6.3	791
tt0030710	5.4	100
tt0030711	6.3	97
tt0030712	6.5	85
tt0030714	6.4	317
tt0030717	5.0	25
tt0030718	6.8	47
tt0030719	6.0	19
tt0030722	7.4	648
tt0030723	6.8	6
tt0030725	4.6	180
tt0030726	7.3	6
tt0030727	6.2	336
tt0030729	6.9	619
tt0030730	4.1	19
tt0030731	4.1	100
tt0030732	6.5	144
tt0030734	5.3	157
tt0030736	5.6	88
tt0030738	3.8	14
tt0030739	5.4	121
tt0030741	6.0	209
tt0030742	6.6	68
tt0030743	6.4	831
tt0030744	7.0	1353
tt0030746	7.0	1110
tt0030747	4.6	29
tt0030750	5.3	54
tt0030752	6.7	190
tt0030754	5.7	350
tt0030755	6.9	1664
tt0030756	5.3	51
tt0030757	6.4	79
tt0030760	6.1	146
tt0030761	5.8	8
tt0030763	5.2	50
tt0030764	7.1	1890
tt0030765	6.1	135
tt0030766	6.1	100
tt0030767	4.4	13
tt0030770	4.5	13
tt0030771	6.8	26
tt0030773	6.8	11
tt0030774	6.5	135
tt0030775	6.8	385
tt0030777	5.3	26
tt0030778	6.8	12
tt0030779	7.1	114
tt0030780	6.8	17
tt0030781	6.1	115
tt0030783	5.2	232
tt0030784	5.3	67
tt0030786	6.9	174
tt0030788	5.8	5
tt0030789	6.4	150
tt0030790	5.0	8
tt0030791	5.9	20
tt0030793	6.4	142
tt0030794	6.4	18
tt0030796	5.7	15
tt0030798	5.3	68
tt0030800	6.2	20
tt0030801	7.0	49
tt0030802	5.7	126
tt0030803	6.9	66
tt0030805	6.3	43
tt0030806	6.5	15
tt0030807	4.8	12
tt0030808	5.9	189
tt0030810	5.4	13
tt0030811	6.6	704
tt0030812	7.1	133
tt0030814	6.5	19
tt0030815	5.1	11
tt0030816	7.0	49
tt0030817	6.3	544
tt0030818	5.8	56
tt0030820	4.8	403
tt0030821	6.2	10
tt0030822	7.7	6
tt0030823	5.7	269
tt0030824	6.7	1839
tt0030825	5.9	8
tt0030826	6.9	17
tt0030827	5.9	15
tt0030828	6.6	7
tt0030829	6.8	75
tt0030830	7.6	19
tt0030831	6.0	124
tt0030832	4.7	434
tt0030833	4.9	492
tt0030834	8.0	450
tt0030835	6.8	10
tt0030836	5.4	27
tt0030839	5.8	110
tt0030840	7.2	8
tt0030841	5.4	19
tt0030842	7.8	423
tt0030843	5.7	11
tt0030845	3.9	1507
tt0030846	5.8	183
tt0030848	6.9	2038
tt0030849	5.2	58
tt0030850	6.3	264
tt0030852	6.6	38
tt0030853	6.8	244
tt0030854	6.7	281
tt0030855	6.4	190
tt0030856	6.7	535
tt0030857	6.7	678
tt0030858	7.1	233
tt0030859	6.1	7
tt0030860	6.5	176
tt0030861	6.8	25
tt0030862	5.7	76
tt0030864	6.5	271
tt0030865	7.2	1670
tt0030866	7.6	373
tt0030867	6.6	378
tt0030868	7.7	421
tt0030869	6.0	63
tt0030870	5.8	46
tt0030871	6.4	91
tt0030872	6.7	7
tt0030873	5.7	54
tt0030874	6.5	33
tt0030875	5.8	47
tt0030876	7.8	12
tt0030878	7.0	34
tt0030879	6.7	1342
tt0030881	5.9	534
tt0030882	6.2	330
tt0030883	6.0	307
tt0030884	6.7	307
tt0030886	7.3	6
tt0030887	5.9	294
tt0030888	6.4	478
tt0030889	6.2	22
tt0030892	3.5	10
tt0030893	5.3	38
tt0030894	6.2	13
tt0030896	6.4	22
tt0030897	5.3	46
tt0030898	7.0	12
tt0030899	6.8	133
tt0030900	6.4	106
tt0030902	5.6	48
tt0030903	5.9	18
tt0030905	6.1	59
tt0030908	6.4	31
tt0030909	5.9	90
tt0030910	6.1	272
tt0030911	5.9	56
tt0030912	6.7	49
tt0030914	5.3	10
tt0030918	7.2	8
tt0030920	6.3	13
tt0030921	5.5	41
tt0030922	6.4	15
tt0030924	7.5	12
tt0030925	6.2	208
tt0030928	6.0	29
tt0030930	7.4	8
tt0030932	7.0	75
tt0030933	6.6	259
tt0030934	3.8	20
tt0030938	6.0	108
tt0030939	6.6	46
tt0030941	4.5	27
tt0030942	8.1	697
tt0030944	7.3	3119
tt0030947	6.7	621
tt0030948	6.6	5
tt0030949	6.7	25
tt0030952	6.3	6
tt0030953	6.0	56
tt0030954	5.5	14
tt0030956	6.0	17
tt0030957	7.5	421
tt0030958	6.7	203
tt0030959	5.4	14
tt0030960	6.0	60
tt0030961	5.3	23
tt0030962	7.0	502
tt0030963	6.7	252
tt0030964	6.1	53
tt0030965	5.3	30
tt0030968	6.0	197
tt0030969	5.9	37
tt0030970	4.5	26
tt0030971	6.2	56
tt0030972	6.2	51
tt0030973	6.9	364
tt0030974	6.6	69
tt0030975	6.7	285
tt0030977	5.8	79
tt0030978	6.7	40
tt0030980	6.2	49
tt0030981	6.1	376
tt0030982	4.6	20
tt0030983	6.1	223
tt0030984	5.7	42
tt0030985	5.9	133
tt0030986	5.2	8
tt0030987	6.0	79
tt0030988	6.8	529
tt0030989	6.6	1021
tt0030990	6.3	229
tt0030991	5.3	9
tt0030992	6.1	42
tt0030993	7.9	22826
tt0030995	2.9	7
tt0030996	7.0	1131
tt0030997	6.6	370
tt0030998	6.0	74
tt0030999	6.6	247
tt0031000	6.8	479
tt0031001	6.0	45
tt0031002	7.3	1210
tt0031003	5.9	25
tt0031004	6.9	10
tt0031005	7.1	100
tt0031008	7.4	97
tt0031010	6.1	27
tt0031011	5.7	83
tt0031012	6.2	283
tt0031013	6.3	53
tt0031014	6.1	137
tt0031015	7.8	482
tt0031017	6.5	37
tt0031018	5.5	46
tt0031019	4.2	27
tt0031020	6.8	1089
tt0031021	5.9	185
tt0031022	7.4	6132
tt0031023	5.3	19
tt0031025	7.7	550
tt0031026	4.8	9
tt0031027	7.3	9
tt0031029	7.5	69
tt0031030	5.8	9
tt0031031	5.7	21
tt0031033	6.3	1508
tt0031034	6.3	7
tt0031035	6.3	53
tt0031036	5.2	59
tt0031037	5.6	10
tt0031038	6.5	396
tt0031039	5.6	21
tt0031041	5.6	8
tt0031043	6.6	507
tt0031044	6.7	76
tt0031045	6.0	404
tt0031046	5.8	72
tt0031047	7.5	6328
tt0031048	7.1	54
tt0031051	6.3	176
tt0031052	6.1	70
tt0031053	6.3	6
tt0031054	6.3	289
tt0031055	6.3	468
tt0031056	6.3	51
tt0031057	6.8	35
tt0031058	7.5	768
tt0031060	6.9	5449
tt0031062	6.0	20
tt0031063	6.4	63
tt0031064	7.2	615
tt0031065	6.3	21
tt0031066	6.4	2256
tt0031067	7.6	3567
tt0031068	6.0	126
tt0031070	5.8	38
tt0031071	5.9	173
tt0031072	6.9	218
tt0031074	6.3	283
tt0031075	5.6	5
tt0031076	6.4	5
tt0031077	5.5	132
tt0031080	4.8	60
tt0031082	5.7	103
tt0031083	6.3	213
tt0031084	6.8	223
tt0031085	6.9	8
tt0031086	6.7	752
tt0031087	6.5	114
tt0031088	7.6	5408
tt0031089	6.2	265
tt0031090	6.5	10
tt0031091	6.7	17
tt0031092	6.6	108
tt0031093	6.5	120
tt0031095	6.3	51
tt0031096	6.9	22
tt0031097	7.1	16
tt0031098	5.3	11
tt0031099	6.0	52
tt0031101	6.0	14
tt0031102	6.8	679
tt0031103	6.1	356
tt0031104	6.4	521
tt0031106	6.9	299
tt0031107	6.8	289
tt0031108	6.9	306
tt0031109	6.8	100
tt0031110	6.8	64
tt0031111	6.3	47
tt0031113	6.1	170
tt0031114	7.6	5
tt0031115	6.2	17
tt0031117	6.5	168
tt0031118	7.3	29
tt0031119	5.3	51
tt0031120	5.7	153
tt0031121	5.8	184
tt0031122	5.1	171
tt0031124	6.2	350
tt0031125	6.3	439
tt0031126	4.7	148
tt0031127	5.8	90
tt0031128	5.9	14
tt0031129	6.6	71
tt0031130	6.3	21
tt0031131	7.8	440
tt0031132	6.7	7
tt0031133	6.3	396
tt0031135	5.8	16
tt0031137	6.3	242
tt0031138	6.2	56
tt0031139	7.0	15
tt0031140	6.1	36
tt0031143	7.2	2539
tt0031144	5.8	39
tt0031145	6.6	17
tt0031146	5.3	13
tt0031147	7.3	1572
tt0031148	6.8	1148
tt0031149	7.1	1268
tt0031150	6.2	66
tt0031151	6.4	21
tt0031152	6.7	65
tt0031153	5.9	106
tt0031154	6.3	15
tt0031155	4.7	7
tt0031156	7.1	17
tt0031157	6.0	83
tt0031158	7.0	159
tt0031160	5.7	283
tt0031161	6.0	166
tt0031162	6.5	53
tt0031163	6.0	84
tt0031164	6.2	67
tt0031165	5.1	34
tt0031166	5.2	211
tt0031167	5.5	24
tt0031168	6.6	75
tt0031169	6.5	153
tt0031170	6.0	6
tt0031172	6.4	16
tt0031173	6.7	1439
tt0031175	6.9	30
tt0031177	5.5	108
tt0031178	6.9	444
tt0031179	5.2	119
tt0031181	5.7	9
tt0031183	7.6	5
tt0031186	6.8	42
tt0031187	5.3	7
tt0031188	5.0	91
tt0031189	7.1	52
tt0031190	5.8	52
tt0031192	5.8	284
tt0031193	7.1	17
tt0031194	5.7	18
tt0031198	6.2	96
tt0031199	6.4	257
tt0031200	6.6	23
tt0031201	6.5	57
tt0031202	6.8	736
tt0031203	6.4	367
tt0031204	5.8	68
tt0031205	5.7	15
tt0031206	6.5	248
tt0031207	6.7	191
tt0031208	5.8	1108
tt0031209	6.0	100
tt0031210	7.5	9753
tt0031211	4.7	142
tt0031212	6.5	566
tt0031213	7.0	388
tt0031214	5.3	67
tt0031215	6.5	572
tt0031216	5.8	196
tt0031217	7.8	21
tt0031218	5.3	54
tt0031219	6.2	5
tt0031220	7.0	8
tt0031221	6.6	23
tt0031222	6.8	213
tt0031224	6.2	32
tt0031225	7.7	9914
tt0031227	6.0	237
tt0031228	7.1	70
tt0031229	3.6	247
tt0031230	6.2	295
tt0031232	5.7	29
tt0031233	8.0	8
tt0031234	6.7	60
tt0031235	7.1	4596
tt0031236	5.8	158
tt0031237	6.3	161
tt0031238	5.9	39
tt0031241	6.9	727
tt0031242	7.2	714
tt0031243	6.7	542
tt0031244	6.7	32
tt0031245	5.8	58
tt0031247	5.3	31
tt0031249	6.5	17
tt0031251	5.3	15
tt0031252	7.1	5547
tt0031253	6.4	105
tt0031255	5.5	12
tt0031257	6.7	64
tt0031259	6.9	587
tt0031260	7.3	2868
tt0031261	6.4	208
tt0031264	7.2	12
tt0031266	6.8	58
tt0031267	3.8	23
tt0031269	4.4	7
tt0031270	5.9	210
tt0031271	6.9	48
tt0031273	5.9	50
tt0031277	6.6	106
tt0031278	5.0	53
tt0031279	6.0	21
tt0031280	6.0	272
tt0031281	5.0	44
tt0031282	5.8	623
tt0031283	6.7	11
tt0031284	5.3	63
tt0031285	6.1	150
tt0031286	5.1	37
tt0031287	6.7	7
tt0031288	5.4	82
tt0031289	6.0	359
tt0031290	5.4	54
tt0031292	5.7	38
tt0031293	6.0	59
tt0031295	5.2	38
tt0031296	7.8	6
tt0031298	6.1	682
tt0031299	6.3	578
tt0031300	7.8	13
tt0031301	5.8	43
tt0031302	6.8	1332
tt0031304	6.0	82
tt0031305	5.5	46
tt0031306	5.1	54
tt0031308	6.7	334
tt0031309	7.9	739
tt0031310	4.8	6
tt0031311	6.9	587
tt0031313	5.6	73
tt0031314	7.1	1775
tt0031315	6.7	187
tt0031317	5.9	98
tt0031318	7.3	37
tt0031320	5.3	17
tt0031321	6.8	90
tt0031322	6.9	4552
tt0031323	6.0	42
tt0031324	6.7	25
tt0031325	5.3	131
tt0031328	6.9	7
tt0031330	5.7	10
tt0031334	7.5	5377
tt0031335	6.0	240
tt0031336	6.5	526
tt0031337	6.4	16
tt0031338	8.0	6
tt0031339	7.3	7
tt0031341	7.0	69
tt0031343	6.5	114
tt0031344	6.6	152
tt0031345	7.0	403
tt0031346	6.7	565
tt0031347	6.4	71
tt0031348	5.8	20
tt0031349	6.2	17
tt0031350	5.9	78
tt0031351	4.3	18
tt0031352	5.9	14
tt0031353	6.1	173
tt0031355	6.7	11
tt0031356	7.0	15
tt0031357	6.7	29
tt0031359	7.3	3743
tt0031360	7.5	11
tt0031361	5.9	10
tt0031362	7.2	19
tt0031363	6.0	11
tt0031365	5.9	96
tt0031366	7.0	130
tt0031367	6.5	126
tt0031368	4.8	13
tt0031369	5.2	17
tt0031370	6.6	241
tt0031371	5.0	46
tt0031372	6.2	12
tt0031373	7.1	246
tt0031374	4.4	7
tt0031375	6.0	8
tt0031376	5.9	158
tt0031377	6.9	1699
tt0031378	6.2	32
tt0031379	6.4	79
tt0031380	6.1	30
tt0031381	8.1	284032
tt0031382	6.3	79
tt0031383	6.7	399
tt0031385	7.9	9553
tt0031386	7.1	631
tt0031387	4.8	1241
tt0031388	6.1	7
tt0031389	6.6	189
tt0031390	6.3	11
tt0031391	6.7	120
tt0031392	6.7	515
tt0031393	6.4	62
tt0031394	6.8	488
tt0031395	7.2	8
tt0031396	6.4	23
tt0031397	6.7	3769
tt0031398	7.3	10732
tt0031399	6.9	69
tt0031400	7.1	259
tt0031401	6.7	241
tt0031403	6.6	319
tt0031405	6.6	356
tt0031406	5.2	128
tt0031407	6.4	128
tt0031408	6.9	7
tt0031409	6.4	286
tt0031410	7.3	47
tt0031411	7.7	6
tt0031412	6.5	252
tt0031413	7.3	116
tt0031414	5.3	93
tt0031415	6.5	12
tt0031416	5.3	32
tt0031417	6.0	170
tt0031418	7.2	28
tt0031419	6.8	68
tt0031421	5.3	55
tt0031424	5.1	24
tt0031426	5.9	14
tt0031427	5.0	90
tt0031429	6.1	67
tt0031431	7.1	962
tt0031432	8.2	11
tt0031433	6.6	350
tt0031435	5.3	10
tt0031437	5.7	73
tt0031438	6.0	142
tt0031440	6.4	362
tt0031442	6.6	542
tt0031443	2.8	10
tt0031444	6.5	20
tt0031445	7.2	47
tt0031446	6.8	41
tt0031447	6.8	75
tt0031448	7.5	9225
tt0031449	6.7	87
tt0031450	6.1	260
tt0031451	6.8	98
tt0031452	6.3	70
tt0031455	7.8	10159
tt0031456	6.1	42
tt0031458	7.1	8
tt0031459	5.4	55
tt0031460	6.4	8
tt0031461	5.9	22
tt0031462	5.8	18
tt0031463	6.0	7
tt0031464	6.5	86
tt0031465	6.4	91
tt0031466	6.4	562
tt0031467	6.1	10
tt0031468	4.7	22
tt0031469	6.6	12
tt0031470	5.2	732
tt0031471	6.2	11
tt0031473	6.6	1274
tt0031474	7.3	6
tt0031476	6.7	44
tt0031477	7.1	2568
tt0031478	5.8	178
tt0031479	4.4	31
tt0031480	6.3	91
tt0031481	5.9	14
tt0031482	5.8	156
tt0031483	2.8	12
tt0031484	5.4	20
tt0031486	5.7	93
tt0031487	3.9	15
tt0031489	6.7	193
tt0031490	6.9	162
tt0031491	6.7	2217
tt0031493	6.2	124
tt0031494	4.2	10
tt0031495	5.4	144
tt0031496	6.5	12
tt0031497	6.7	63
tt0031498	5.7	46
tt0031499	6.6	42
tt0031500	7.0	2506
tt0031501	6.5	96
tt0031502	7.3	166
tt0031503	7.0	442
tt0031504	5.4	8
tt0031505	6.3	8841
tt0031506	6.8	219
tt0031507	7.0	3888
tt0031508	6.6	39
tt0031509	5.9	193
tt0031510	6.1	58
tt0031511	5.0	11
tt0031512	6.5	8
tt0031514	7.8	6584
tt0031515	6.2	41
tt0031516	7.1	1951
tt0031517	6.9	359
tt0031519	6.2	33
tt0031521	5.4	5
tt0031522	6.1	49
tt0031523	6.5	20
tt0031525	6.9	15
tt0031526	5.7	160
tt0031528	7.0	47
tt0031529	7.8	33
tt0031530	6.3	162
tt0031532	5.4	120
tt0031533	5.8	156
tt0031534	6.5	78
tt0031535	4.8	9
tt0031536	6.4	957
tt0031537	7.0	52
tt0031539	7.2	6
tt0031541	7.1	8
tt0031543	5.9	98
tt0031544	6.7	42
tt0031547	6.3	217
tt0031548	6.8	165
tt0031549	6.2	482
tt0031550	6.4	28
tt0031552	6.5	108
tt0031553	5.0	68
tt0031554	3.8	45
tt0031555	5.6	39
tt0031556	7.0	9
tt0031557	7.1	136
tt0031559	6.5	111
tt0031561	5.0	8
tt0031562	5.8	20
tt0031563	4.4	24
tt0031564	6.5	209
tt0031565	6.4	163
tt0031566	6.8	449
tt0031567	5.6	55
tt0031570	5.0	31
tt0031571	6.6	67
tt0031572	6.7	395
tt0031573	5.3	91
tt0031575	5.7	527
tt0031576	6.4	9
tt0031577	6.2	111
tt0031578	6.6	75
tt0031579	6.6	133
tt0031580	7.2	5500
tt0031581	5.2	11
tt0031583	6.8	17
tt0031585	6.1	64
tt0031586	7.3	104
tt0031587	6.0	6
tt0031588	6.3	136
tt0031589	6.5	580
tt0031590	6.1	52
tt0031591	7.2	37
tt0031592	6.8	52
tt0031593	7.3	4264
tt0031595	6.2	442
tt0031596	6.1	12
tt0031597	5.9	11
tt0031599	4.5	117
tt0031600	6.7	143
tt0031601	6.1	121
tt0031602	6.4	3171
tt0031603	6.5	12
tt0031604	6.1	32
tt0031605	7.2	77
tt0031608	6.6	525
tt0031609	6.7	17
tt0031610	5.8	211
tt0031611	6.4	146
tt0031612	5.9	208
tt0031613	6.2	12
tt0031614	6.9	1360
tt0031617	5.5	95
tt0031618	7.2	13
tt0031619	7.1	1436
tt0031620	6.2	125
tt0031621	7.0	159
tt0031623	6.7	37
tt0031627	7.8	11
tt0031628	6.3	6
tt0031630	6.4	102
tt0031634	6.2	9
tt0031635	6.3	60
tt0031637	4.9	39
tt0031638	4.3	26
tt0031639	4.2	15
tt0031640	6.4	71
tt0031641	6.2	288
tt0031643	6.2	8
tt0031644	6.3	22
tt0031645	5.1	130
tt0031646	3.9	37
tt0031647	7.9	4308
tt0031648	3.6	158
tt0031650	6.4	646
tt0031652	6.2	97
tt0031654	7.0	77
tt0031655	6.4	10
tt0031656	6.4	27
tt0031657	6.2	522
tt0031658	6.1	12
tt0031660	6.9	17
tt0031661	5.7	12
tt0031662	6.2	23
tt0031665	6.6	34
tt0031666	6.2	97
tt0031667	6.4	133
tt0031668	5.3	161
tt0031669	7.6	37
tt0031671	5.4	21
tt0031672	5.6	8
tt0031674	6.9	53
tt0031675	6.9	16
tt0031676	6.8	571
tt0031677	6.9	654
tt0031678	6.6	1172
tt0031679	8.1	104564
tt0031680	6.1	680
tt0031682	5.3	89
tt0031683	6.2	6
tt0031684	5.4	68
tt0031685	5.7	6
tt0031686	5.6	66
tt0031687	6.5	36
tt0031689	5.7	168
tt0031690	5.2	55
tt0031691	6.8	37
tt0031692	6.3	6
tt0031693	7.5	11
tt0031694	5.4	120
tt0031697	6.1	8
tt0031698	5.2	37
tt0031701	6.2	22
tt0031702	4.8	56
tt0031703	5.2	49
tt0031704	6.4	690
tt0031705	6.2	55
tt0031707	5.1	10
tt0031708	6.9	647
tt0031709	6.7	1028
tt0031710	6.9	548
tt0031711	5.7	145
tt0031712	6.1	300
tt0031713	5.9	117
tt0031715	5.9	62
tt0031716	7.1	398
tt0031717	6.5	120
tt0031718	5.7	423
tt0031719	6.6	30
tt0031720	6.1	15
tt0031721	6.2	342
tt0031722	6.0	282
tt0031723	7.3	20
tt0031724	5.5	11
tt0031725	7.9	18473
tt0031726	6.2	71
tt0031728	6.2	13
tt0031729	6.5	15
tt0031731	5.6	36
tt0031732	6.1	13
tt0031734	6.1	116
tt0031735	5.3	18
tt0031736	5.6	155
tt0031737	6.5	275
tt0031738	5.7	6
tt0031739	4.7	7
tt0031740	5.1	67
tt0031742	7.9	5340
tt0031743	5.9	183
tt0031744	7.1	540
tt0031745	6.4	24
tt0031746	8.3	519
tt0031747	6.4	1926
tt0031748	5.8	41
tt0031749	5.3	547
tt0031750	7.6	3168
tt0031751	5.4	20
tt0031752	5.6	51
tt0031754	7.7	1741
tt0031755	6.1	65
tt0031756	5.6	183
tt0031757	6.5	216
tt0031760	6.3	42
tt0031761	6.1	203
tt0031762	7.7	12167
tt0031763	6.7	59
tt0031764	6.0	46
tt0031765	6.9	158
tt0031766	5.3	36
tt0031767	5.8	51
tt0031768	5.7	36
tt0031769	5.7	33
tt0031770	6.6	7
tt0031771	7.9	11
tt0031772	6.2	17
tt0031773	7.2	25
tt0031774	5.8	224
tt0031775	5.8	54
tt0031776	6.4	22
tt0031777	6.0	190
tt0031778	5.2	52
tt0031782	4.4	5
tt0031783	6.6	47
tt0031784	5.3	91
tt0031785	7.0	7
tt0031787	6.1	75
tt0031788	7.0	7
tt0031790	7.4	1306
tt0031793	6.5	147
tt0031794	6.0	90
tt0031795	5.9	53
tt0031796	4.7	820
tt0031799	6.3	130
tt0031800	7.0	301
tt0031802	7.1	19
tt0031803	6.8	535
tt0031804	6.7	156
tt0031805	6.7	238
tt0031807	6.7	9
tt0031808	7.0	11
tt0031811	6.4	277
tt0031812	6.1	125
tt0031813	6.8	121
tt0031814	6.8	121
tt0031815	6.6	154
tt0031816	6.3	113
tt0031817	4.8	21
tt0031818	6.9	12
tt0031820	7.0	467
tt0031822	6.4	385
tt0031823	6.6	70
tt0031824	5.2	20
tt0031825	6.0	222
tt0031826	7.1	4984
tt0031827	6.3	107
tt0031828	6.7	377
tt0031829	6.8	62
tt0031830	4.6	38
tt0031831	6.5	739
tt0031833	6.7	34
tt0031834	6.5	83
tt0031835	6.9	1804
tt0031838	7.2	110
tt0031839	7.0	30
tt0031840	6.3	34
tt0031841	6.8	24
tt0031842	6.6	837
tt0031844	7.1	48
tt0031845	6.0	524
tt0031846	6.2	17
tt0031847	7.0	113
tt0031848	5.7	94
tt0031849	5.8	11
tt0031851	5.8	1889
tt0031852	6.6	86
tt0031853	6.1	81
tt0031855	5.4	122
tt0031857	5.8	23
tt0031858	6.1	8
tt0031859	5.6	14
tt0031860	6.3	27
tt0031861	4.5	33
tt0031862	4.9	59
tt0031863	6.6	78
tt0031864	6.5	37
tt0031865	6.8	16
tt0031867	8.0	12463
tt0031868	6.5	63
tt0031869	6.1	229
tt0031870	5.4	17
tt0031871	6.9	10
tt0031873	6.4	13
tt0031875	5.8	77
tt0031876	6.1	16
tt0031877	6.9	543
tt0031878	6.4	73
tt0031880	5.5	208
tt0031881	6.8	75
tt0031883	6.5	91
tt0031885	8.0	26119
tt0031886	5.8	49
tt0031887	6.0	28
tt0031889	6.8	96
tt0031890	6.3	846
tt0031891	6.4	767
tt0031892	7.1	14
tt0031894	7.1	284
tt0031896	7.1	16
tt0031897	7.3	361
tt0031899	6.8	138
tt0031901	5.6	107
tt0031902	7.9	9
tt0031903	5.8	47
tt0031904	6.4	104
tt0031905	6.9	617
tt0031906	5.5	96
tt0031907	6.4	397
tt0031908	5.7	214
tt0031909	6.4	349
tt0031910	6.2	106
tt0031914	5.8	102
tt0031915	6.4	19
tt0031916	6.3	31
tt0031917	6.1	152
tt0031919	6.5	147
tt0031920	5.3	7
tt0031921	5.3	35
tt0031922	7.7	7
tt0031923	6.1	24
tt0031924	6.3	16
tt0031925	7.1	140
tt0031927	4.6	37
tt0031928	6.4	74
tt0031929	5.6	38
tt0031930	5.2	29
tt0031931	5.1	34
tt0031933	6.5	19
tt0031934	6.2	72
tt0031935	5.0	7
tt0031936	6.6	185
tt0031937	5.7	212
tt0031938	5.5	23
tt0031939	6.3	7
tt0031940	7.2	8
tt0031941	6.8	8
tt0031942	6.3	195
tt0031943	5.9	72
tt0031944	6.5	84
tt0031945	6.9	660
tt0031946	6.3	192
tt0031947	6.3	20
tt0031949	6.5	6
tt0031950	6.7	234
tt0031951	7.1	8729
tt0031952	6.6	20
tt0031953	5.8	288
tt0031954	6.2	92
tt0031955	5.9	170
tt0031956	5.9	7
tt0031957	6.1	104
tt0031958	6.8	94
tt0031959	6.3	30
tt0031960	5.3	76
tt0031961	6.1	70
tt0031962	6.7	20
tt0031963	7.1	9
tt0031964	6.6	310
tt0031965	7.0	48
tt0031966	7.0	71
tt0031967	7.5	13
tt0031968	6.9	1903
tt0031969	4.9	12
tt0031970	6.6	46
tt0031971	7.8	42264
tt0031972	6.4	271
tt0031973	7.0	1242
tt0031974	5.9	60
tt0031975	5.8	60
tt0031976	7.0	878
tt0031977	6.2	135
tt0031978	6.9	22
tt0031979	7.7	18
tt0031980	5.0	7
tt0031981	6.9	971
tt0031982	6.2	63
tt0031983	6.9	2250
tt0031986	7.4	9
tt0031987	6.2	101
tt0031988	6.4	263
tt0031989	5.7	32
tt0031990	5.8	47
tt0031992	5.2	12
tt0031993	6.2	6
tt0031995	6.6	767
tt0031996	6.6	133
tt0031997	5.3	77
tt0031998	6.1	12
tt0031999	5.6	132
tt0032000	5.2	121
tt0032001	6.6	18
tt0032003	4.8	27
tt0032004	6.1	183
tt0032005	5.0	44
tt0032006	6.3	52
tt0032007	6.6	3099
tt0032008	5.9	19
tt0032009	5.4	38
tt0032010	6.6	322
tt0032011	6.3	47
tt0032012	6.7	164
tt0032014	5.3	39
tt0032015	6.0	243
tt0032016	6.2	41
tt0032017	6.1	166
tt0032018	6.3	388
tt0032019	6.0	118
tt0032020	3.0	17
tt0032021	5.7	81
tt0032022	6.9	1949
tt0032023	6.9	383
tt0032024	6.5	17
tt0032025	6.9	67
tt0032026	7.9	11
tt0032027	7.4	12
tt0032028	6.0	492
tt0032029	8.1	445
tt0032030	6.8	304
tt0032031	6.0	89
tt0032032	5.9	260
tt0032033	7.1	492
tt0032034	6.5	100
tt0032037	5.9	73
tt0032038	5.7	41
tt0032039	6.2	38
tt0032041	6.2	11
tt0032043	6.6	1097
tt0032044	6.2	308
tt0032045	6.4	333
tt0032047	3.3	286
tt0032048	6.2	8
tt0032049	6.7	1719
tt0032050	6.5	213
tt0032055	6.3	19
tt0032057	4.0	22
tt0032059	6.7	165
tt0032060	6.2	92
tt0032061	5.9	38
tt0032062	6.9	9
tt0032063	7.2	56
tt0032065	5.6	241
tt0032067	5.7	43
tt0032068	4.0	6
tt0032069	3.6	14
tt0032070	7.0	45
tt0032071	7.6	2577
tt0032074	7.0	8
tt0032075	7.2	60
tt0032076	5.5	51
tt0032077	6.9	11
tt0032078	5.4	7
tt0032079	6.2	6
tt0032080	7.1	2548
tt0032081	6.6	35
tt0032082	7.0	51
tt0032086	6.9	197
tt0032087	5.5	6
tt0032089	6.8	9
tt0032090	6.6	9
tt0032091	6.3	10
tt0032093	6.1	32
tt0032095	6.5	37
tt0032096	6.2	6
tt0032097	4.8	20
tt0032098	6.2	17
tt0032099	7.3	30
tt0032100	9.0	5
tt0032101	5.3	27
tt0032102	5.4	15
tt0032103	5.8	20
tt0032104	6.2	118
tt0032105	6.9	106
tt0032106	6.6	7
tt0032107	6.2	75
tt0032109	6.9	36
tt0032110	6.1	88
tt0032111	6.7	94
tt0032112	4.7	55
tt0032113	6.2	74
tt0032114	5.6	186
tt0032115	7.1	270
tt0032116	8.1	494
tt0032117	6.5	56
tt0032118	5.6	15
tt0032119	6.3	6
tt0032121	6.5	30
tt0032123	6.9	73
tt0032124	6.9	452
tt0032125	7.0	327
tt0032126	5.6	16
tt0032128	6.1	200
tt0032129	7.2	6
tt0032130	6.0	285
tt0032131	5.8	18
tt0032132	6.0	46
tt0032134	6.9	267
tt0032135	6.6	186
tt0032136	6.5	11
tt0032137	5.5	59
tt0032138	8.0	366336
